,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
Renato Civelli,CB,80.95238095,93.18181818,68.18181818,50,25,58,31,75,70,76,82,61,46,71,48,73,53,58,56,53,45,58,90,37,34,71,85,58,49,55,37,47,58,55,14,13,16,6,10
Ramazan í_zcan,GK,61.9047619,84.09090909,63.63636364,25,0,14,13,12,13,14,32,73,10,22,32,53,12,34,26,52,51,36,72,36,48,71,14,23,14,17,14,19,16,13,76,73,71,71,75
Avraam Papadopoulos,CB,54.76190476,84.09090909,63.63636364,50,25,59,56,71,75,73,79,73,37,76,42,65,53,70,68,56,51,77,82,53,68,75,77,63,45,60,52,61,75,46,15,6,13,9,14
Vangelis Moras,CB,76.19047619,77.27272727,77.27272727,50,25,53,38,79,76,79,76,68,28,80,46,69,38,58,60,54,54,54,74,32,34,72,76,27,14,27,48,32,29,22,9,13,15,10,14
Christian Maggio,RB,54.76190476,78.40909091,77.27272727,25,25,77,70,65,75,75,72,76,74,67,58,78,77,74,72,76,77,79,78,67,74,87,74,75,67,69,71,55,57,79,11,9,9,5,9
Guglielmo Stendardo,CB,69.04761905,89.77272727,77.27272727,50,25,44,30,80,76,80,80,60,28,80,24,67,28,48,52,34,34,34,88,32,29,55,78,70,20,36,25,23,54,19,5,11,9,9,6
Javier Pinola,CB,54.76190476,80.68181818,72.72727273,50,25,73,64,80,76,74,80,76,55,73,56,72,65,75,66,69,68,62,72,68,64,82,65,72,38,59,65,55,38,46,7,8,11,12,11
Ivíçn Cuí©llar,GK,61.9047619,81.81818182,63.63636364,25,0,13,14,10,15,11,28,72,12,18,42,26,35,23,28,59,43,44,65,46,57,65,13,24,15,22,25,20,25,21,72,73,77,75,77
Arbeloa,RB,54.76190476,78.40909091,72.72727273,50,25,65,54,79,82,79,78,77,59,78,57,81,73,73,68,63,70,67,77,60,59,68,65,72,53,47,56,47,49,48,6,10,9,13,13
Mikel Rico,CM,40.47619048,75,63.63636364,75,50,71,60,58,74,79,72,82,68,79,76,82,55,77,73,60,54,81,76,73,68,79,55,80,59,58,52,63,60,53,9,15,10,7,9
Selí_uk Å_ahin,CDM,66.66666667,88.63636364,81.81818182,50,25,74,70,68,64,76,77,69,58,75,68,69,66,75,71,53,58,83,86,53,52,73,69,73,54,70,70,63,66,57,10,13,13,15,12
Mariano Barbosa,GK,64.28571429,73.86363636,63.63636364,25,0,17,15,13,11,15,37,75,12,22,17,65,12,38,36,42,43,31,62,47,48,63,13,25,11,12,11,12,24,12,71,75,77,70,78
Romíçn Martí_nez,CM,54.76190476,80.68181818,72.72727273,50,50,74,72,59,62,70,68,69,73,59,76,71,64,80,77,68,68,74,75,58,68,71,58,75,69,68,74,59,41,65,8,9,8,10,15
David Marshall,GK,69.04761905,82.95454545,63.63636364,50,0,21,14,13,13,14,41,73,13,24,42,67,11,21,30,48,50,34,63,41,33,63,14,22,19,12,19,14,11,15,74,76,67,72,75
Rafael,GK,61.9047619,79.54545455,77.27272727,50,0,23,13,17,17,19,31,70,12,10,45,60,13,25,24,43,31,41,49,23,31,63,10,21,11,14,11,12,22,10,76,77,60,70,79
Maximiliano Lí_pez,ST,69.04761905,88.63636364,63.63636364,75,25,76,72,15,15,21,63,70,81,20,65,75,54,70,48,55,52,53,84,55,58,63,78,76,79,60,70,56,73,74,9,14,10,14,9
Germíçn Lux,GK,59.52380952,76.13636364,72.72727273,25,0,35,11,15,14,13,45,75,11,17,49,43,12,12,29,29,32,43,72,55,56,68,13,12,13,11,13,12,12,12,75,74,78,69,78
Lee Dong Gook,ST,61.9047619,82.95454545,86.36363636,75,50,74,71,12,16,15,44,64,75,33,73,72,73,73,71,74,72,72,76,63,70,74,76,74,72,73,78,70,86,77,10,11,12,6,9
Michael Rensing,GK,69.04761905,94.31818182,63.63636364,50,0,19,16,12,12,12,36,70,10,17,38,59,11,33,33,40,42,31,72,45,47,71,14,22,12,13,11,12,18,11,70,77,67,75,79
Nicolas Douchez,GK,57.14285714,85.22727273,81.81818182,50,0,24,11,10,16,13,44,73,15,23,38,46,18,33,37,39,44,32,61,41,32,68,13,17,10,12,10,12,12,12,74,74,75,73,74
Mauricio Pinilla,ST,61.9047619,77.27272727,68.18181818,50,50,74,68,14,18,26,78,76,81,28,55,72,51,65,45,68,68,66,78,60,69,91,75,78,75,62,63,66,71,85,4,4,4,4,4
Riesgo,GK,57.14285714,75,68.18181818,50,0,15,12,13,12,12,34,63,12,22,33,61,25,32,33,54,55,41,68,58,51,60,14,23,13,22,25,15,13,14,77,78,64,78,72
Alexandr Kerzhakov,ST,35.71428571,75,72.72727273,50,50,76,71,41,20,22,78,73,77,35,70,66,62,71,65,78,76,77,76,75,74,81,72,81,70,72,67,69,80,73,16,13,13,14,12
Massimo Maccarone,ST,45.23809524,68.18181818,86.36363636,75,50,79,75,25,29,27,51,72,80,21,65,79,61,69,49,69,69,55,70,75,69,65,60,78,80,76,73,73,75,76,9,11,8,15,8
Peter Crouch,ST,95.23809524,84.09090909,81.81818182,50,50,77,62,31,20,26,70,78,80,23,74,78,59,76,63,47,49,70,74,29,56,34,83,75,75,70,57,50,74,80,10,13,7,14,14
Allan McGregor,GK,52.38095238,84.09090909,77.27272727,50,0,25,14,11,13,13,43,66,13,18,49,64,11,36,38,33,42,30,72,51,68,73,13,23,19,14,20,14,23,15,75,75,69,74,77
Dirk Kuyt,CAM,52.38095238,84.09090909,81.81818182,25,50,74,69,62,57,66,75,77,80,65,74,84,77,75,70,63,68,83,75,61,65,73,80,80,75,73,64,51,87,74,11,8,16,6,7
Albano Bizzarri,GK,76.19047619,89.77272727,95.45454545,50,0,23,18,12,11,12,40,68,10,19,49,60,11,27,26,55,45,31,55,51,53,68,10,19,17,19,19,18,20,19,79,74,67,76,72
Alberto Gilardino,ST,54.76190476,78.40909091,72.72727273,50,25,75,68,19,25,29,49,71,83,21,62,75,51,71,41,62,55,54,74,60,69,80,81,71,79,57,68,53,71,77,7,8,6,12,10
Shay Given,GK,57.14285714,84.09090909,100,50,0,24,13,14,12,11,43,74,13,27,31,67,12,38,33,39,44,29,57,54,45,73,13,42,14,12,20,13,44,20,79,71,72,73,74
Felipe,CB,64.28571429,73.86363636,63.63636364,50,25,60,44,80,76,80,70,72,29,81,46,67,34,62,64,50,54,55,69,63,52,70,74,68,20,40,49,21,35,19,9,11,8,6,5
Pol Lirola,RB,52.38095238,68.18181818,4.545454545,50,25,74,74,69,73,74,68,70,64,69,58,63,76,73,67,81,83,74,69,74,69,68,65,58,35,51,73,30,30,59,9,12,5,12,13
Patrik Schick,ST,59.52380952,71.59090909,13.63636364,25,75,76,79,17,19,24,54,68,75,22,71,74,61,70,55,77,78,68,68,68,76,63,68,72,75,71,72,56,58,65,9,11,8,15,14
Caio Milaí_ar,CAM,21.42857143,64.77272727,68.18181818,75,75,75,75,38,30,32,41,74,68,43,76,79,59,75,60,68,66,67,44,85,76,48,47,60,72,63,68,64,73,69,11,10,12,11,13
íÅdíçm Nagy,CDM,40.47619048,72.72727273,13.63636364,100,25,78,76,68,64,68,64,74,64,70,78,74,72,80,78,77,75,79,55,79,77,55,54,58,48,58,74,62,58,68,10,10,6,7,14
Jadson Vidigal,ST,33.33333333,68.18181818,31.81818182,50,50,61,62,12,12,12,55,75,77,31,51,55,51,67,52,81,78,61,78,67,69,71,70,81,74,77,55,53,77,76,15,8,8,8,9
Hí©lton Celanova,ST,45.23809524,93.18181818,31.81818182,50,50,73,63,12,10,18,52,67,74,20,65,74,42,71,53,53,56,60,88,58,67,62,76,86,73,72,63,52,76,77,10,10,18,10,13
Marlon Nideiro,CAM,19.04761905,63.63636364,68.18181818,50,75,74,75,31,33,24,39,80,72,36,74,74,71,75,60,83,75,68,33,90,86,66,42,59,64,56,73,69,68,74,7,11,7,9,9
Edercinho Sepa,CDM,42.85714286,75,50,50,25,70,64,75,68,76,66,82,70,66,63,53,42,76,77,74,76,77,69,68,68,68,73,82,65,77,53,71,70,71,7,7,13,12,8
Enaldo Toxeto,CB,47.61904762,78.40909091,50,50,25,72,58,72,67,77,78,72,41,73,34,52,62,68,71,66,70,74,73,61,55,67,74,70,47,52,49,43,67,51,6,13,13,8,12
Paolito Serra,CB,71.42857143,88.63636364,31.81818182,50,25,72,37,74,65,77,67,87,32,74,24,82,39,66,65,33,42,46,87,41,40,43,74,77,36,44,39,31,48,44,8,7,9,13,8
í_dundo Oliveira,CB,52.38095238,78.40909091,31.81818182,25,25,51,45,74,72,77,76,71,35,72,54,62,51,67,66,55,56,61,82,57,54,78,71,53,41,52,41,42,43,54,8,7,7,13,15
Josuí© Chiamulera,CB,57.14285714,79.54545455,31.81818182,50,25,72,46,71,69,76,84,88,38,72,42,71,40,71,61,83,78,71,68,68,77,69,70,53,38,41,45,49,56,44,7,10,14,16,12
Jesus Andradaldo,RB,38.0952381,71.59090909,31.81818182,50,50,69,75,76,77,74,82,68,58,73,56,63,68,76,67,69,76,76,58,58,80,77,75,56,36,55,65,49,48,54,13,13,17,10,15
Lafortiscinho,LB,40.47619048,73.86363636,31.81818182,50,50,71,72,73,76,72,75,59,58,73,57,54,73,66,74,81,83,81,62,70,80,73,72,54,48,58,80,65,55,58,12,10,9,8,13
Adrianiscito,GK,76.19047619,88.63636364,31.81818182,50,0,16,8,17,10,9,36,67,5,12,37,42,18,24,20,17,18,15,60,22,44,41,20,30,12,13,31,22,34,18,77,68,74,76,73
Hugo Goiteira,CB,69.04761905,88.63636364,31.81818182,25,25,55,50,76,66,74,87,64,32,72,43,52,41,66,70,46,41,61,88,32,33,58,76,72,41,41,53,40,48,54,11,7,12,16,14
Kel Perinho,CB,73.80952381,78.40909091,68.18181818,50,25,67,59,73,71,77,71,58,26,73,59,71,51,74,74,40,66,59,85,45,43,42,75,60,36,54,57,73,48,52,12,12,7,12,11
Nikola StojiljkoviÛˆ,ST,50,75,27.27272727,75,50,74,70,29,28,38,79,73,74,41,61,65,59,64,51,71,75,73,75,57,63,75,79,77,73,65,54,35,72,75,11,14,5,6,12
Cí©sar Montes,CB,71.42857143,68.18181818,9.090909091,50,25,62,52,73,76,75,73,69,59,71,61,74,41,64,70,68,67,75,78,59,64,75,76,50,32,35,62,37,48,31,5,9,5,10,13
